,Finish,Team,Age,Sex,Year,og_name,Squad,Club,Tie
2,1,VANGUARD,14,Boys,2013,VANGUARD BLUE,A,VANGUARD,0.0
3,1,SOCAL,16,Boys,2013,SOCAL BLACK,A,SOCAL,0.0
4,1,UNITED WATER POLO CLUB,18,Boys,2013,UNITED WATER POLO CLUB,A,UNITED,0.0
5,2,OFFSHORE,10,Girls,2013,OFFSHORE,A,OFFSHORE,0.0
6,2,STANFORD,12,Boys,2013,STANFORD RED (A),A,STANFORD,0.0
7,2,FOOTHILL,14,Boys,2013,FOOTHILL RED,A,FOOTHILL,0.0
8,2,STANFORD,16,Boys,2013,STANFORD RED (A),A,STANFORD,0.0
9,2,DEL MAR WATER POLO CLUB,18,Boys,2013,DEL MAR WATER POLO CLUB,A,DEL MAR,0.0
10,3,ROSE BOWL,10,Girls,2013,ROSE BOWL,A,ROSE BOWL,0.0
11,3,VANGUARD,12,Boys,2013,VANGUARD BLUE,A,VANGUARD,0.0
12,3,LA PREMIER,14,Boys,2013,LA PREMIER BLACK,A,LA PREMIER,0.0
13,3,FOOTHILL,16,Boys,2013,FOOTHILL RED,A,FOOTHILL,0.0
14,3,LWP,18,Boys,2013,"LWP BLUE ""A""",A,LWP,0.0
15,4,LAGUNA BEACH WATER POLO,10,Girls,2013,LAGUNA BEACH WATER POLO,A,LAGUNA BEACH,0.0
16,4,LWP,12,Boys,2013,"LWP BLUE ""A""",A,LWP,0.0
17,4,SANTA BARBARA WATER POLO CLUB,14,Boys,2013,SANTA BARBARA WATER POLO CLUB A,A,SANTA BARBARA,0.0
18,4,CHAWP,16,Boys,2013,CHAWP WHITE,A,CHAWP,0.0
19,4,LA PREMIER,18,Boys,2013,LA PREMIER BLACK,A,LA PREMIER,0.0
20,5,NORTHWOOD NAVY,10,Girls,2013,NORTHWOOD NAVY,A,NORTHWOOD NAVY,0.0
21,5,NORTHWOOD NAVY,12,Boys,2013,NORTHWOOD NAVY,A,NORTHWOOD NAVY,0.0
22,5,KAHUNA,14,Boys,2013,KAHUNA BLACK,A,KAHUNA,0.0
23,5,ORANGECOUNTY WATER POLO CLUB,16,Boys,2013,ORANGE COUNTY WATER POLO CLUB,A,ORANGE COUNTY,0.0
24,5,FOOTHILL CLUB,18,Boys,2013,FOOTHILL CLUB,A,FOOTHILL,0.0
25,6,SOCAL,10,Girls,2013,SOCAL,A,SOCAL,0.0
26,6,SOCAL,12,Boys,2013,SOCAL,A,SOCAL,0.0
27,6,NORTHWOOD NAVY,14,Boys,2013,NORTHWOOD NAVY,A,NORTHWOOD NAVY,0.0
28,6,ROSE BOWL,16,Boys,2013,ROSE BOWL RED,A,ROSE BOWL,0.0
29,6,LAWPC,18,Boys,2013,LAWPC,A,LAWPC,0.0
30,7,FOOTHILL CLUB,10,Girls,2013,FOOTHILL CLUB,A,FOOTHILL,0.0
31,7,680,12,Boys,2013,680 RED (A),A,680,0.0
32,7,LWP,14,Boys,2013,"LWP BLUE ""A""",A,LWP,0.0
33,7,COMMERCE,16,Boys,2013,COMMERCE 16 & UNDER BOYS,A,COMMERCE,0.0
34,7,CDM,18,Boys,2013,CDM GREY,A,CDM,0.0
35,8,ANTEATER WATER POLO,10,Girls,2013,ANTEATER WATER POLO,A,ANTEATER,0.0
36,8,ORANGECOUNTY WATER POLO CLUB,12,Boys,2013,ORANGE COUNTY WATER POLO CLUB - BLUE,A,ORANGE COUNTY,0.0
37,8,SAN DIEGO SHORE,14,Boys,2013,SAN DIEGO SHORES A,A,SAN DIEGO SHORE,0.0
38,8,TROJAN WATER POLO CA,16,Boys,2013,TROJAN WATER POLO (CA),A,TROJAN CA,0.0
39,8,SET,18,Boys,2013,SET 18U BOYS,A,SET,0.0
40,9,SANTA BARBARA WATER POLO CLUB,10,Girls,2013,SANTA BARBARA WATER POLO CLUB,A,SANTA BARBARA,0.0
41,9,NEWPORT BEACH WATER POLO,12,Boys,2013,NEWPORT BEACH WATER POLO,A,NEWPORT BEACH,0.0
42,9,DAVI WATER POLO CLUB,14,Boys,2013,DAVIS WATER POLO CLUB WHITE,A,DAVI,0.0
43,9,SAN DIEGO SHORE,16,Boys,2013,SAN DIEGO SHORES A,A,SAN DIEGO SHORE,0.0
44,9,STANFORD,18,Boys,2013,STANFORD RED (A),A,STANFORD,0.0
45,10,SHORE AQUATIC,10,Girls,2013,SHORE AQUATICS,A,SHORE,0.0
46,10,IRVINE KAHUNA,12,Boys,2013,IRVINE KAHUNA BLACK,A,IRVINE KAHUNA,0.0
47,10,ALLIANCE TEAM,14,Boys,2013,"ALLIANCE ""A"" TEAM",A,ALLIANCE,0.0
48,10,SET,16,Boys,2013,SET 16U BOYS,A,SET,0.0
49,10,SANTA BARBARA WATER POLO CLUB,18,Boys,2013,SANTA BARBARA WATER POLO CLUB A,A,SANTA BARBARA,0.0
50,11,FOOTHILL CLUB,12,Boys,2013,FOOTHILL CLUB,A,FOOTHILL,0.0
51,11,SOCAL,14,Boys,2013,SOCAL BLACK,A,SOCAL,0.0
52,11,UNITED WATER POLO CLUB,16,Boys,2013,UNITED WATER POLO CLUB,A,UNITED,0.0
53,11,CARLSBAD WATER POLO,18,Boys,2013,CARLSBAD WATER POLO,A,CARLSBAD,0.0
54,12,SAN DIEGO SHORE,12,Boys,2013,SAN DIEGO SHORES A,A,SAN DIEGO SHORE,0.0
55,12,STANFORD,14,Boys,2013,STANFORD RED (A),A,STANFORD,0.0
56,12,SANTA BARBARA WATER POLO CLUB,16,Boys,2013,SANTA BARBARA WATER POLO CLUB A,A,SANTA BARBARA,0.0
57,12,NEWPORT BEACH WATER POLO,18,Boys,2013,NEWPORT BEACH WATER POLO,A,NEWPORT BEACH,0.0
58,13,COMMERCE,12,Boys,2013,COMMERCE 12 & UNDER BOYS,A,COMMERCE,0.0
59,13,SET,14,Boys,2013,SET 14U BOYS,A,SET,0.0
60,13,BRUIN WATER POLO CLUB,16,Boys,2013,BRUIN WATER POLO CLUB,A,BRUIN,0.0
61,13,TEAM VEGA WATER POLO 18,18,Boys,2013,TEAM VEGAS WATER POLO 18S,A,VEGA 18,0.0
62,14,LAGUNA BEACH WATER POLO,12,Boys,2013,LAGUNA BEACH WATER POLO,A,LAGUNA BEACH,0.0
63,14,ROSE BOWL,14,Boys,2013,ROSE BOWL RED,A,ROSE BOWL,0.0
64,14,CC UNITED,16,Boys,2013,"CC UNITED BLACK ""A""",A,CC UNITED,0.0
65,14,ROSE BOWL,18,Boys,2013,ROSE BOWL RED,A,ROSE BOWL,0.0
66,15,SANTA BARBARA WATER POLO CLUB,12,Boys,2013,SANTA BARBARA WATER POLO CLUB,A,SANTA BARBARA,0.0
67,15,UNITED WATER POLO CLUB,14,Boys,2013,UNITED WATER POLO CLUB - BLUE,A,UNITED,0.0
68,15,CLOVI WATER POLO CLUB,16,Boys,2013,CLOVIS WATER POLO CLUB A,A,CLOVI,0.0
69,15,HUNTINGTON BEACH,18,Boys,2013,HUNTINGTON BEACH,A,HUNTINGTON BEACH,0.0
70,16,CHAWP,12,Boys,2013,CHAWP,A,CHAWP,0.0
71,16,NEWPORT BEACH WATER POLO,14,Boys,2013,NEWPORT BEACH WATER POLO BLUE (A),A,NEWPORT BEACH,0.0
72,16,CHELSEA PIER WATER POLO,16,Boys,2013,CHELSEA PIERS WATER POLO,A,CHELSEA PIER,0.0
73,16,AMERICAN RIVER WATER POLO CLUB,18,Boys,2013,AMERICAN RIVER WATER POLO CLUB A,A,AMERICAN RIVER,0.0
74,17,TROJAN WATER POLO CA,12,Boys,2013,TROJAN WATER POLO (CA),A,TROJAN CA,0.0
75,17,TROJAN WATER POLO CA,14,Boys,2013,TROJAN WATER POLO (CA),A,TROJAN CA,0.0
76,17,680,16,Boys,2013,680 RED (A),A,680,0.0
77,17,ELITE,18,Boys,2013,ELITE,A,ELITE,0.0
78,18,CC UNITED,12,Boys,2013,"CC UNITED BLACK ""A""",A,CC UNITED,0.0
79,18,CDM POLO,14,Boys,2013,CDM POLO,A,CDM,0.0
80,18,AMERICAN RIVER WATER POLO CLUB,16,Boys,2013,AMERICAN RIVER WATER POLO CLUB,A,AMERICAN RIVER,0.0
81,18,SAN DIEGO SHORE,18,Boys,2013,SAN DIEGO SHORES A,A,SAN DIEGO SHORE,0.0
82,19,ELITE,12,Boys,2013,ELITE,A,ELITE,0.0
83,19,SHAQ,14,Boys,2013,SHAQ,A,SHAQ,0.0
84,19,DEL MAR WATER POLO CLUB,16,Boys,2013,DEL MAR WATER POLO CLUB A,A,DEL MAR,0.0
85,19,SOUTH FLORIDA WATER POLO,18,Boys,2013,SOUTH FLORIDA WATER POLO,A,SOUTH FLORIDA,0.0
86,20,ROSE BOWL,12,Boys,2013,ROSE BOWL,A,ROSE BOWL,0.0
87,20,680,14,Boys,2013,680 RED (A),A,680,0.0
88,20,NEWPORT BEACH WATER POLO,16,Boys,2013,NEWPORT BEACH WATER POLO BLUE (A),A,NEWPORT BEACH,0.0
89,20,SHAQ,18,Boys,2013,SHAQ,A,SHAQ,0.0
90,21,LA PREMIER,12,Boys,2013,LA PREMIER BLACK,A,LA PREMIER,0.0
91,21,SHORE AQUATIC,14,Boys,2013,SHORE AQUATICS RED,A,SHORE,0.0
92,21,CDM POLO,16,Boys,2013,CDM POLO BLUE,A,CDM,0.0
93,21,ORANGECOUNTY WATER POLO CLUB,18,Boys,2013,ORANGE COUNTY WATER POLO CLUB,A,ORANGE COUNTY,0.0
94,22,SOUTH BAY UNITED WATER POLO CLUB,12,Boys,2013,SOUTH BAY UNITED WATER POLO CLUB,A,SOUTH BAY UNITED,0.0
95,22,CC UNITED,14,Boys,2013,CC UNITED BLACK,A,CC UNITED,0.0
96,22,SHAQ,16,Boys,2013,SHAQ A,A,SHAQ,0.0
97,22,PITTSBURGH WATER POLO,18,Boys,2013,PITTSBURGH WATER POLO,A,PITTSBURGH,0.0
98,23,CLOVI WATER POLO CLUB,12,Boys,2013,CLOVIS WATER POLO CLUB,A,CLOVI,0.0
99,23,CHULA VISTA AQUATIC CLUB,14,Boys,2013,CHULA VISTA AQUATIC CLUB,A,CHULA VISTA,0.0
100,23,ALLIANCE TEAM,16,Boys,2013,"ALLIANCE ""A"" TEAM",A,ALLIANCE,0.0
101,23,SCV,18,Boys,2013,SCV,A,SCV,0.0
102,24,BAKERSFIELD WATER POLO CLUB,12,Boys,2013,BAKERSFIELD WATER POLO CLUB,A,BAKERSFIELD,0.0
103,24,AMERICAN RIVER WATER POLO CLUB,14,Boys,2013,AMERICAN RIVER WATER POLO CLUB,A,AMERICAN RIVER,0.0
104,24,NSD STAR,16,Boys,2013,NSD STARS RED,A,NSD STAR,0.0
105,24,WEST VALLEY WATER POLO,18,Boys,2013,WEST VALLEY WATER POLO RED (A),A,WEST VALLEY,0.0
106,25,ANTEATER WATER POLO,12,Boys,2013,ANTEATER WATER POLO,A,ANTEATER,0.0
107,25,ORWP TEAM,14,Boys,2013,ORWP 14/U TEAM,A,ORWP,0.0
108,25,LWP,16,Boys,2013,"LWP BLUE ""A""",A,LWP,0.0
109,25,SOCAL,18,Boys,2013,SOCAL,A,SOCAL,0.0
110,26,GREENWICH AQUATIC,12,Boys,2013,GREENWICH AQUATICS,A,GREENWICH,0.0
111,26,SOUTH COAST,14,Boys,2013,SOUTH COAST 14B,A,SOUTH COAST,0.0
112,26,GREENWICH AQUATIC,16,Boys,2013,GREENWICH AQUATICS,A,GREENWICH,0.0
113,26,TUALATIN HILL WATER POLO CLUB,18,Boys,2013,TUALATIN HILLS WATER POLO CLUB,A,TUALATIN HILL,0.0
114,27,SHARK WPC M,12,Boys,2013,SHARKS WPC 12U M,A,SHARK M,0.0
115,27,NSD STAR,14,Boys,2013,NSD STARS,A,NSD STAR,0.0
116,27,LO ANGELE WATER POLO CLUB,16,Boys,2013,LOS ANGELES WATER POLO CLUB - WHITE (B),B,LO ANGELE,0.0
117,27,DAVI WPC,18,Boys,2013,DAVIS WPC,A,DAVI,0.0
118,28,SHORE AQUATIC,12,Boys,2013,SHORE AQUATICS RED,A,SHORE,0.0
119,28,CLOVI WATER POLO CLUB,14,Boys,2013,CLOVIS WATER POLO CLUB A,A,CLOVI,0.0
120,28,SOUTH COAST,16,Boys,2013,SOUTH COAST 16B,A,SOUTH COAST,0.0
121,28,CLOVI WATER POLO CLUB,18,Boys,2013,CLOVIS WATER POLO CLUB A,A,CLOVI,0.0
122,29,CHELSEA PIER WATER POLO,12,Boys,2013,CHELSEA PIERS WATER POLO,A,CHELSEA PIER,0.0
123,29,SO BAY UNITED,14,Boys,2013,SO BAY UNITED BLACK,A,SO BAY UNITED,0.0
124,29,STOCKTON WATER POLO CLUB,16,Boys,2013,STOCKTON WATER POLO CLUB,A,STOCKTON,0.0
125,29,SACRAMENTO WATER POLO,18,Boys,2013,SACRAMENTO WATER POLO,A,SACRAMENTO,0.0
126,30,SHAQ,12,Boys,2013,SHAQ,A,SHAQ,0.0
127,30,LWP,14,Boys,2013,"LWP GOLD ""B""",B,LWP,0.0
128,30,RAIN CITY WATER POLO,16,Boys,2013,RAIN CITY WATER POLO,A,RAIN CITY,0.0
129,30,SHORE AQUATIC,18,Boys,2013,SHORE AQUATICS,A,SHORE,0.0
130,31,CHULA VISTA AQUATIC CLUB,12,Boys,2013,CHULA VISTA AQUATIC CLUB,A,CHULA VISTA,0.0
131,31,DACA WATER POLO,14,Boys,2013,DACA WATER POLO A,A,DACA,0.0
132,31,THUNDER WATER POLO,16,Boys,2013,THUNDER WATER POLO - BLACK,A,THUNDER,0.0
133,31,STANFORD,18,Boys,2013,STANFORD WHITE (B),B,STANFORD,0.0
134,32,INTERNATIONAL WP,12,Boys,2013,INTERNATIONAL W.P.C.,C,INTERNATIONAL,0.0
135,32,RAIN CITY WATER POLO,14,Boys,2013,RAIN CITY WATER POLO,A,RAIN CITY,0.0
136,32,WEST SUB NAPERVILLE,16,Boys,2013,WEST SUB - NAPERVILLE,A,WEST SUB NAPERVILLE,0.0
137,32,LWP,18,Boys,2013,"LWP GOLD ""B""",B,LWP,0.0
138,33,MVPOLO,12,Boys,2013,MVPOLO 12 BOYS,A,MVPOLO,0.0
139,33,PACIFIC POLO,14,Boys,2013,PACIFIC POLO A,A,PACIFIC,0.0
140,33,HUNTINGTON BEACH,16,Boys,2013,HUNTINGTON BEACH,A,HUNTINGTON BEACH,0.0
141,33,BRUIN WATER POLO CLUB,18,Boys,2013,BRUIN WATER POLO CLUB,A,BRUIN,0.0
142,34,AMERICAN RIVER WATER POLO CLUB,12,Boys,2013,AMERICAN RIVER WATER POLO CLUB A,A,AMERICAN RIVER,0.0
143,34,CHELSEA PIER WATER POLO,14,Boys,2013,CHELSEA PIERS WATER POLO,A,CHELSEA PIER,0.0
144,34,TIGER AQUATIC WATER POLO,16,Boys,2013,TIGER AQUATICS WATER POLO 16B,A,TIGER,0.0
145,34,NSD STAR,18,Boys,2013,NSD STARS,A,NSD STAR,0.0
146,35,LWP,12,Boys,2013,"LWP GOLD ""B""",B,LWP,0.0
147,35,GREENWICH AQUATIC,14,Boys,2013,GREENWICH AQUATICS,A,GREENWICH,0.0
148,35,BAKERSFIELD WATER POLO CLUB,16,Boys,2013,BAKERSFIELD WATER POLO CLUB,A,BAKERSFIELD,0.0
149,35,CHELSEA PIER WATER POLO,18,Boys,2013,CHELSEA PIERS WATER POLO,A,CHELSEA PIER,0.0
150,36,STANFORD,12,Boys,2013,STANFORD WHITE (B),B,STANFORD,0.0
151,36,BAKERSFIELD WATER POLO CLUB,14,Boys,2013,BAKERSFIELD WATER POLO CLUB,A,BAKERSFIELD,0.0
152,36,WEST VALLEY WATER POLO,16,Boys,2013,WEST VALLEY WATER POLO RED (A),A,WEST VALLEY,0.0
153,36,TIGER AQUATIC WATER POLO,18,Boys,2013,TIGER AQUATICS WATER POLO 18B,A,TIGER,0.0
154,37,LA JOLLA WATER POLO CLUB S,12,Boys,2013,LA JOLLA WATER POLO CLUB BOYS U12'S,A,LA JOLLA S,0.0
155,37,SACRAMENTO WATER POLO,14,Boys,2013,SACRAMENTO WATER POLO,A,SACRAMENTO,0.0
156,37,RIPON AQUATIC,16,Boys,2013,RIPON AQUATICS,A,RIPON,0.0
157,37,MAD DOG WATER POLO,18,Boys,2013,MAD DOG WATER POLO,A,MAD DOG,0.0
158,38,NSD STAR,12,Boys,2013,NSD STARS,A,NSD STAR,0.0
159,38,THUNDER WATER POLO,14,Boys,2013,THUNDER WATER POLO,A,THUNDER,0.0
160,38,LYON WATER POLO,16,Boys,2013,LYONS WATER POLO,A,LYON,0.0
161,38,CLOVI WATER POLO CLUB,18,Boys,2013,CLOVIS WATER POLO CLUB B,B,CLOVI,0.0
162,39,DAVI WPC,12,Boys,2013,DAVIS WPC,A,DAVI,0.0
163,39,COLORADO WATER POLO,14,Boys,2013,COLORADO WATER POLO,A,COLORADO,0.0
164,39,DEL MAR WATER POLO CLUB,16,Boys,2013,DEL MAR WATER POLO CLUB B,B,DEL MAR,0.0
165,39,VIPER PIGEON,18,Boys,2013,VIPER PIGEON GREEN (A),A,VIPER PIGEON,0.0
166,40,CC UNITED,12,Boys,2013,"CC UNITED BLUE ""B""",B,CC UNITED,0.0
167,40,SPARTAN WATER POLO CLUB,14,Boys,2013,SPARTAN WATER POLO CLUB,A,SPARTAN,0.0
168,40,RAIDER WATER POLO,16,Boys,2013,RAIDER WATER POLO,A,RAIDER,0.0
169,40,PNW SHORE,18,Boys,2013,PNW SHORES JOS 2013,A,PNW SHORE,0.0
170,41,ORWP TEAM,12,Boys,2013,ORWP 12/U TEAM,A,ORWP,0.0
171,41,VIPER PIGEON,14,Boys,2013,VIPER PIGEON GREEN (A),A,VIPER PIGEON,0.0
172,41,VIPER PIGEON,16,Boys,2013,VIPER PIGEON GREEN (A),A,VIPER PIGEON,0.0
173,41,GULLIVER RIPTIDE,18,Boys,2013,GULLIVER RIPTIDES,A,GULLIVER RIPTIDE,0.0
174,42,AMERICAN RIVER WATER POLO CLUB,12,Boys,2013,AMERICAN RIVER WATER POLO CLUB B,B,AMERICAN RIVER,0.0
175,42,RAIDER WATER POLO,14,Boys,2013,RAIDER WATER POLO,A,RAIDER,0.0
176,42,ROCKFORD AQUATIC CLUB,16,Boys,2013,ROCKFORD AQUATIC CLUB,A,ROCKFORD,0.0
177,42,ROCKFORD AQUATIC CLUB,18,Boys,2013,ROCKFORD AQUATIC CLUB,A,ROCKFORD,0.0
178,43,680,12,Boys,2013,680 BLUE (B),B,680,0.0
179,43,CHICAGO PARK DISTRICT,14,Boys,2013,CHICAGO PARK DISTRICT,A,CHICAGO PARK DISTRICT,0.0
180,43,GULLIVER RIPTIDE,16,Boys,2013,GULLIVER RIPTIDES,A,GULLIVER RIPTIDE,0.0
181,43,JUNGLE CAT WATER POLO,18,Boys,2013,JUNGLE CAT WATER POLO,A,JUNGLE CAT,0.0
182,44,PACIFIC POLO,12,Boys,2013,PACIFIC POLO,A,PACIFIC,0.0
183,44,ST LOUI AREA POLO SLAP,14,Boys,2013,ST. LOUIS AREA POLO (SLAP),A,ST LOUI AREA SLAP,0.0
184,44,SOUTH FLORIDA WATER POLO,16,Boys,2013,SOUTH FLORIDA WATER POLO,A,SOUTH FLORIDA,0.0
185,44,THUNDER WATER POLO,18,Boys,2013,THUNDER WATER POLO,A,THUNDER,0.0
186,45,CENTRAL COAST SHARK,12,Boys,2013,CENTRAL COAST SHARKS 12U,A,CENTRAL COAST SHARK,0.0
187,45,TUALATIN HILL WATER POLO CLUB,14,Boys,2013,TUALATIN HILLS WATER POLO CLUB,A,TUALATIN HILL,0.0
188,45,TUALATIN HILL WATER POLO CLUB,16,Boys,2013,TUALATIN HILLS WATER POLO CLUB,A,TUALATIN HILL,0.0
189,45,A2 WATER POLO CLUB,18,Boys,2013,A2 WATER POLO CLUB,A,A2,0.0
190,46,THUNDER WATER POLO,12,Boys,2013,THUNDER WATER POLO,A,THUNDER,0.0
191,46,KEARN,14,Boys,2013,KEARNS,A,KEARN,0.0
192,46,KEARN,16,Boys,2013,KEARNS,A,KEARN,0.0
193,46,KEARN,18,Boys,2013,KEARNS,A,KEARN,0.0
194,47,CARLSBAD WATER POLO,12,Boys,2013,CARLSBAD WATER POLO,A,CARLSBAD,0.0
195,47,BALL WATER POLO,14,Boys,2013,BALL UNDER WATER POLO 14U BOYS,A,BALL,0.0
196,47,PUGET SOUND POLO,16,Boys,2013,PUGET SOUND POLO,A,PUGET SOUND,0.0
197,47,ST MARKS LION,18,Boys,2013,ST. MARK'S LIONS,A,ST MARKS LION,0.0
198,48,TIGER AQUATIC WATER POLO,12,Boys,2013,TIGER AQUATICS WATER POLO 12,A,TIGER,0.0
199,48,BAINBRIDGE WATER POLO,14,Boys,2013,BAINBRIDGE WATER POLO,A,BAINBRIDGE,0.0
200,48,VIPER PIGEON,16,Boys,2013,VIPER PIGEON BLACK (B),B,VIPER PIGEON,0.0
201,48,CHEHALEM WATER POLO,18,Boys,2013,CHEHALEM WATER POLO,A,CHEHALEM,0.0
202,49,COSTA MESA AQUATIC CLUB,12,Boys,2013,COSTA MESA AQUATICS CLUB 12U BLACK,A,COSTA MESA,0.0
203,49,CHAWP,14,Boys,2013,CHAWP WHITE,A,CHAWP,0.0
204,49,SOUTH COAST,18,Boys,2013,SOUTH COAST 18B,A,SOUTH COAST,0.0
205,50,ALLIANCE TEAM,12,Boys,2013,"ALLIANCE ""A"" TEAM",A,ALLIANCE,0.0
206,50,ALLIANCE TEAM,14,Boys,2013,"ALLIANCE ""B"" TEAM",B,ALLIANCE,0.0
207,50,CDM POLO,18,Boys,2013,CDM POLO,A,CDM,0.0
208,51,LAWPC,12,Boys,2013,LAWPC,A,LAWPC,0.0
209,51,PV WATER POLO CLUB,14,Boys,2013,P.V. WATER POLO CLUB,A,PV,0.0
210,51,TROJAN WATER POLO CA,18,Boys,2013,TROJAN WATER POLO (CA),A,TROJAN CA,0.0
211,52,SET,12,Boys,2013,SET 12U BOYS,A,SET,0.0
212,52,SHARK WPC,14,Boys,2013,SHARKS WPC 14U BLACK,A,SHARK,0.0
213,52,ORCUTT POLO ASSOCIATION,18,Boys,2013,ORCUTT POLO ASSOCIATION 18U,A,ORCUTT ASSOCIATION,0.0
214,53,RIVERSIDE WATER POLO,12,Boys,2013,RIVERSIDE WATER POLO,A,RIVERSIDE,0.0
215,53,LA PREMIER,14,Boys,2013,LA PREMIER RED,A,LA PREMIER,0.0
216,53,CHAWP,18,Boys,2013,CHAWP WHITE,A,CHAWP,0.0
217,54,SAN MIGUEL WATER POLO FOUNDATION,12,Boys,2013,SAN MIGUEL WATER POLO FOUNDATION,A,SAN MIGUEL,0.0
218,54,COAST,14,Boys,2013,GOLD COAST GOLD,A,COAST,0.0
219,54,680,18,Boys,2013,680 RED (A),A,680,0.0
220,55,SOUTH COAST,12,Boys,2013,SOUTH COAST 12B,A,SOUTH COAST,0.0
221,55,DEL MAR WATER POLO CLUB,14,Boys,2013,DEL MAR WATER POLO CLUB,A,DEL MAR,0.0
222,55,ORANGECOUNTY RIPTIDE,18,Boys,2013,ORANGE COUNTY RIPTIDE,A,ORANGECOUNTY RIPTIDE,0.0
223,56,EXPO SHARK,12,Boys,2013,EXPO SHARKS,A,EXPO SHARK,0.0
224,56,CARLSBAD WATER POLO,14,Boys,2013,CARLSBAD WATER POLO,A,CARLSBAD,0.0
225,56,XTREME WATER POLO,18,Boys,2013,XTREME WATER POLO,A,XTREME,0.0
226,57,SAN DIEGO SHORE,12,Boys,2013,SAN DIEGO SHORES B,B,SAN DIEGO SHORE,0.0
227,57,NORTHWOOD,14,Boys,2013,NORTHWOOD SILVER,A,NORTHWOOD,0.0
228,57,STOCKTON WATER POLO CLUB,18,Boys,2013,STOCKTON WATER POLO CLUB,A,STOCKTON,0.0
229,58,BURLINGAME AQUATIC CLUB,12,Boys,2013,BURLINGAME AQUATIC CLUB,A,BURLINGAME,0.0
230,58,VANGUARD,14,Boys,2013,VANGUARD SILVER,A,VANGUARD,0.0
231,58,ESCONDIDO RIPTIDE WATER POLO,18,Boys,2013,ESCONDIDO RIPTIDES WATER POLO,A,ESCONDIDO RIPTIDE,0.0
232,59,LWP,12,Boys,2013,"LWP BLACK ""C""",C,LWP,0.0
233,59,ANTEATER WATER POLO,14,Boys,2013,ANTEATER WATER POLO,A,ANTEATER,0.0
234,59,LA JOLLA WATER POLO CLUB,18,Boys,2013,LA JOLLA WATER POLO CLUB 18 BOYS,A,LA JOLLA,0.0
235,60,WEST VALLEY WATER POLO,12,Boys,2013,WEST VALLEY WATER POLO RED (A),A,WEST VALLEY,0.0
236,60,SOCAL,14,Boys,2013,SOCAL GOLD (B),B,SOCAL,0.0
237,60,COMMERCE,18,Boys,2013,COMMERCE 18 & UNDER BOYS,A,COMMERCE,0.0
238,61,INTERNATIONAL WP,14,Boys,2013,INTERNATIONAL W.P.C.,C,INTERNATIONAL,0.0
239,61,GOLDEN STATE AQUATIC,18,Boys,2013,GOLDEN STATE AQUATICS,A,GOLDEN STATE,0.0
240,62,CDM POLO,14,Boys,2013,CDM POLO WHITE,A,CDM,0.0
241,62,CORONADO AQUATIC CLUB,18,Boys,2013,CORONADO AQUATICS CLUB 18U BOYS,A,CORONADO,0.0
242,63,UNITED WATER POLO CLUB,14,Boys,2013,UNITED WATER POLO CLUB - WHITE,A,UNITED,0.0
243,63,FLO WPC,18,Boys,2013,FLO WPC,A,FLO,0.0
244,64,STANFORD,14,Boys,2013,STANFORD WHITE (B),B,STANFORD,0.0
245,64,EMPIRE,18,Boys,2013,EMPIRE 18U BOYS,A,EMPIRE,0.0
246,65,680,14,Boys,2013,680 BLUE (B),B,680,0.0
247,65,WEST SUB NAPERVILLE,18,Boys,2013,WEST SUB - NAPERVILLE,A,WEST SUB NAPERVILLE,0.0
248,66,NEWPORT BEACH WATER POLO,14,Boys,2013,NEWPORT BEACH WATER POLO WHITE (B),B,NEWPORT BEACH,0.0
249,66,LWP,18,Boys,2013,"LWP BLACK ""C""",C,LWP,0.0
250,67,FOOTHILL,14,Boys,2013,FOOTHILL BLACK,A,FOOTHILL,0.0
251,67,WEST COAST AQUATIC,18,Boys,2013,WEST COAST AQUATICS 18U BOYS,A,WEST COAST,0.0
252,68,RIPON AQUATIC,14,Boys,2013,RIPON AQUATICS,A,RIPON,0.0
253,68,ST LOUI AREA POLO SLAP,18,Boys,2013,ST. LOUIS AREA POLO (SLAP),A,ST LOUI AREA SLAP,0.0
254,69,SAN DIEGO SHORE,14,Boys,2013,SAN DIEGO SHORES B,B,SAN DIEGO SHORE,0.0
255,69,KAHUNA,18,Boys,2013,KAHUNA BLACK,A,KAHUNA,0.0
256,70,STOCKTON WATER POLO CLUB,14,Boys,2013,STOCKTON WATER POLO CLUB,A,STOCKTON,0.0
257,70,PV WATER POLO CLUB,18,Boys,2013,P.V. WATER POLO CLUB,A,PV,0.0
258,71,SHORE AQUATIC,14,Boys,2013,SHORE AQUATICS BLACK,A,SHORE,0.0
259,71,ARROYO GRANDE WATER POLO TEAM,18,Boys,2013,ARROYO GRANDE WATER POLO 18U A-TEAM,A,ARROYO GRANDE,0.0
260,72,LAWPC,14,Boys,2013,LAWPC,A,LAWPC,0.0
261,72,AMERICAN RIVER WATER POLO CLUB,18,Boys,2013,AMERICAN RIVER WATER POLO CLUB B,B,AMERICAN RIVER,0.0
262,73,ELITE,14,Boys,2013,ELITE,A,ELITE,0.0
263,73,CAL WATER POLO,18,Boys,2013,C-CAL WATER POLO,C,CAL,0.0
264,74,CENTRAL COAST SHARK,14,Boys,2013,CENTRAL COAST SHARKS 14U,A,CENTRAL COAST SHARK,0.0
265,74,SCRIPP WATER POLO,18,Boys,2013,SCRIPPS WATER POLO,A,SCRIPP,0.0
